year,season,month,weekday,hour,holiday,workingday,weather,temp,temp_felt,hum,windspeed,casual,registered,total
2012,spr,may,thu,5,no,yes,1,22,24,0.69,17,1,32,33
2012,aut,oct,sun,10,no,no,2,13,12,0.67,13,41,144,185
2011,spr,may,thu,8,no,yes,2,24,24,0.83,11,31,458,489
2012,win,feb,mon,12,no,yes,1,6,1,0.28,22,7,111,118
2011,sum,sep,thu,0,no,yes,1,21,22,0.78,7,18,33,51
2012,win,jan,sun,21,no,no,1,6,2,0.56,15,10,81,91
2011,aut,nov,mon,16,no,yes,1,19,19,0.6,13,24,240,264
201!,sum,sep,mon,16,no,yes,2,21,24,0.6,11,55,208,263
2012,sum,aug,mon,19,no,yes,1,30,33,0.59,13,109,531,640
2011,aut,oct,mon,8,no,yes,2,10,8,0.71,7,13,359,372
2012,sum,aug,fri,10,no,yes,2,31,33,0.52,13,82,167,249
2012,aut,nov,wed,21,no,yes,1,7,6,0.56,0,5,208,213
2012,win,mar,fri,14,no,yes,2,16,15,0.72,0,56,146,202
2012,sum,sep,wed,7,no,yes,2,26,28,0.79,17,11,489,500
2012,sum,sep,wed,10,no,yes,1,22,24,0.61,9,57,148,205
2011,aut,oct,mon,13,no,yes,3,13,12,0.67,11,16,102,118
2011,win,feb,thu,0,no,yes,1,9,6,0.53,13,1,16,17
2011,aut,dec,wed,7,no,yes,3,14,13,1,7,3,43,46
2011,sum,sep,fri,8,no,yes,1,13,12,0.67,15,23,386,409
2012,win,mar,sun,17,no,no,1,19,19,0.64,6,233,308,541
2012,spr,may,sat,22,no,no,1,19,19,0.68,9,62,212,274
2011,aut,dec,mon,2,no,yes,1,1,-2,0.8,6,0,3,3
2012,spr,mar,tue,9,no,yes,1,4,-1,0.38,13,8,259,267
2011,win,jan,tue,1,no,yes,2,0,-5,0.69,11,0,5,5
2011,win,feb,thu,15,no,yes,1,2,-3,0.25,17,0,50,50
2012,win,feb,wed,19,no,yes,1,18,18,0.52,19,20,315,335
2011,win,jan,thu,4,no,yes,2,0,-3,0.64,6,0,1,1
2012,aut,dec,wed,16,no,yes,2,9,6,0.46,9,19,310,329
2011,sum,sep,wed,3,no,yes,1,21,20,0.88,9,1,7,8
2012,win,dec,mon,18,no,yes,3,4,1,0.93,7,6,20,26
2012,aut,oct,fri,18,no,yes,1,19,19,0.83,7,21,212,233
2012,spr,may,fri,21,no,yes,1,21,24,0.28,7,45,225,270
2011,spr,jun,sun,8,no,no,2,21,23,0.73,17,24,74,98
2011,aut,nov,sat,15,no,no,2,17,16,0.42,7,154,160,314
2012,aut,sep,wed,3,no,yes,2,20,20,0.64,19,4,6,10
2012,spr,may,wed,22,no,yes,1,24,25,0.69,7,26,191,217
2012,spr,apr,wed,4,no,yes,1,13,12,0.67,6,0,1,1
2011,aut,nov,wed,22,no,yes,1,10,7,0.71,9,7,99,106
2012,aut,dec,mon,5,no,yes,2,11,10,0.87,0,0,24,24
2011,aut,nov,mon,17,no,yes,1,20,20,0.56,13,24,444,468
2011,sum,aug,sun,5,no,no,1,24,23,0.89,20,0,8,8
2012,spr,jun,thu,17,no,yes,1,27,28,0.48,15,117,750,867
2011,aut,oct,wed,11,no,yes,3,17,17,0.94,17,33,116,149
2012,sum,jun,sat,16,no,no,1,33,31,0.26,20,196,317,513
2011,spr,may,mon,9,no,yes,1,18,18,0.56,11,36,142,178
2011,sum,aug,sun,21,no,no,3,21,20,0.88,33,51,104,155
2012,aut,nov,fri,16,no,yes,1,12,11,0.43,9,37,368,405
2011,win,jan,sat,4,no,no,1,4,3,0.75,0,0,1,1
2012,sum,aug,sat,0,no,no,2,23,22,0.83,15,6,99,105
2011,sum,aug,wed,18,no,yes,1,29,30,0.55,17,86,470,556
2012,sum,jul,mon,20,no,yes,2,28,29,0.55,7,69,378,447
2012,win,dec,sun,4,no,no,1,2,-2,0.47,9,1,3,4
2012,spr,apr,wed,11,no,yes,1,17,17,0.32,9,42,177,219
2012,win,feb,mon,16,yes,no,1,10,9,0.29,7,64,216,280
2012,win,feb,fri,11,no,yes,2,6,3,0.45,7,19,134,153
2011,win,dec,fri,9,no,yes,1,12,11,0.66,20,4,152,156
2012,spr,apr,wed,10,no,yes,1,17,17,0.34,0,44,138,182
2011,aut,oct,thu,14,no,yes,1,20,20,0.43,6,56,139,195
2011,win,feb,wed,15,no,yes,1,9,7,0.25,6,18,54,72
2011,spr,mar,mon,5,no,yes,1,1,-4,0.43,13,0,8,8
2011,spr,may,wed,3,no,yes,1,17,16,0.63,15,0,3,3
2011,sum,jul,thu,8,no,yes,2,29,34,0.79,11,23,358,381
2011,spr,apr,thu,4,no,yes,1,9,8,0.76,0,1,8,9
2011,spr,apr,fri,1,yes,no,1,14,13,0.62,0,6,9,15
2011,sum,jul,fri,21,no,yes,1,24,25,0.54,7,75,186,261
2011,aut,dec,thu,7,no,yes,1,3,-2,0.6,15,11,233,244
2012,aut,nov,tue,8,no,yes,1,9,6,0.71,9,16,649,665
2011,sum,aug,fri,3,no,yes,1,22,25,0.53,11,0,9,9
2012,win,jan,sun,8,no,no,2,0,-6,0.74,15,3,29,32
2012,win,jan,thu,7,no,yes,2,9,5,0.87,19,2,218,220
2011,spr,jun,tue,19,no,yes,1,29,29,0.48,17,69,355,424
2012,sum,sep,thu,1,no,yes,1,18,18,0.77,6,6,22,28
2012,spr,mar,fri,2,no,yes,1,18,18,0.88,6,12,20,32
2012,aut,oct,sat,20,no,no,1,12,11,0.54,6,57,198,255
2011,sum,sep,wed,12,no,yes,3,19,19,0.94,0,1,21,22
2011,sum,jul,sat,12,no,no,1,33,32,0.32,11,111,230,341
2012,sum,jul,wed,22,yes,no,1,32,36,0.56,15,175,327,502
2011,sum,jul,wed,20,no,yes,1,27,30,0.74,17,55,257,312
2012,win,jan,fri,17,no,yes,2,3,1,0.32,6,9,340,349
2012,win,jan,mon,20,no,yes,1,7,4,0.39,11,2,179,181
2011,spr,may,mon,4,no,yes,2,18,18,0.94,0,2,2,4
2011,win,mar,thu,23,no,yes,2,1,-2,0.43,6,0,23,23
2012,sum,sep,wed,6,no,yes,1,26,28,0.79,19,7,203,210
2011,win,jan,sun,8,no,no,1,3,-2,0.55,19,0,18,18
2011,win,jan,thu,14,no,yes,1,3,-3,0.41,26,3,39,42
2011,aut,oct,fri,3,no,yes,1,12,11,0.87,0,1,9,10
2011,spr,apr,sun,6,no,no,2,10,8,0.93,6,0,4,4
2011,sum,jul,wed,0,no,yes,2,30,31,0.52,11,19,26,45
2012,win,mar,sat,18,no,no,1,10,8,0.21,6,67,230,297
2012,spr,apr,wed,21,no,yes,1,9,4,0.57,26,11,154,165
2012,sum,aug,tue,19,no,yes,1,28,28,0.45,11,82,515,597
2011,aut,dec,mon,21,no,yes,1,5,4,0.81,0,2,119,121
2011,win,jan,sun,5,no,no,2,5,1,0.56,11,1,1,2
2012,win,mar,sat,5,no,no,2,10,8,0.93,6,1,1,2
2011,sum,aug,wed,1,no,yes,1,80.6,28,0.54,13,7,10,17
2011,sum,jul,fri,1,no,yes,1,22,23,0.73,13,7,13,20
2011,aut,nov,thu,13,yes,no,1,16,15,0.33,15,84,91,175
2012,win,jan,sat,9,no,no,1,3,2,0.8,0,13,145,158
2011,win,dec,fri,4,no,yes,3,11,10,0.94,19,0,2,2
2011,spr,jun,wed,1,no,yes,1,24,24,0.78,0,3,20,23
2011,win,mar,sun,1,no,no,2,13,12,0.77,19,12,27,39
2012,sum,aug,tue,2,no,yes,2,20,20,0.88,19,1,7,8
2012,aut,oct,mon,9,no,yes,2,17,17,0.63,0,26,314,340
2011,win,feb,sun,0,no,no,1,5,0,0.87,19,8,26,34
2012,sum,aug,sat,20,no,no,3,24,23,0.89,28,31,129,160
2012,spr,apr,thu,2,no,yes,2,13,12,0.77,0,2,4,6
2012,sum,jul,fri,3,no,yes,2,24,23,0.89,7,7,29,36
2012,spr,may,wed,4,no,yes,1,18,18,0.94,9,1,3,4
2011,win,jan,tue,7,no,yes,1,-2,-6,0.74,9,2,92,94
2011,aut,nov,tue,0,no,yes,2,10,7,0.87,11,3,18,21
2011,aut,sep,fri,14,no,yes,2,23,25,0.47,20,93,173,266
2011,sum,jul,thu,4,no,yes,2,27,31,0.84,7,0,4,4
2012,spr,may,fri,9,no,yes,2,23,22,0.89,9,52,288,340
2012,sum,jun,tue,0,no,yes,1,22,25,0.33,22,8,29,37
2011,spr,may,thu,17,no,y,2,23,25,0.57,13,54,540,594
2012,win,feb,wed,3,no,yes,1,6,4,0.7,6,0,2,2
2011,win,jan,tue,6,no,yes,2,0,-4,0.55,9,0,27,27
2011,win,mar,tue,10,no,yes,mist,7,3,0.33,13,25,46,71
2011,win,mar,sun,6,no,no,2,13,12,0.94,24,1,1,2
2011,spr,apr,mon,14,no,yes,2,20,20,0.49,13,49,95,144
2012,sum,sep,thu,16,no,yes,1,28,30,0.7,15,42,374,416
2012,aut,nov,mon,17,no,yes,1,13,12,0.32,0,13,540,553
2012,aut,sep,thu,1,no,yes,1,21,22,0.78,6,5,16,21
2012,sum,jul,sat,13,no,no,2,29,31,0.62,6,219,372,591
2012,spr,apr,thu,9,no,yes,2,15,14,0.72,0,31,270,301
2011,spr,jun,thu,2,no,yes,1,26,26,0.39,0,0,6,6
2011,sum,aug,tue,5,no,yes,1,17,17,0.77,6,1,27,28
2012,win,feb,wed,7,no,yes,1,8,6,0.76,6,10,292,302
2012,aut,oct,thu,1,no,yes,1,14,13,0.47,13,1,10,11
2012,sum,jul,sat,7,no,no,2,20,20,0.88,17,8,29,37
2011,sum,aug,sun,19,no,no,1,27,29,0.7,17,81,201,282
2011,win,dec,thu,2,no,yes,1,2,-1,0.51,7,0,3,3
2012,sum,jul,tue,4,no,yes,1,25,26,0.79,9,0,4,4
2012,win,jan,tue,10,no,yes,2,1,-3,0.93,11,3,80,83
2012,win,jan,sat,18,no,no,2,2,-4,0.75,26,3,107,110
2011,spr,may,mon,14,no,yes,1,25,26,0.51,0,76,117,193
2012,win,jan,fri,18,no,yes,1,17,16,0.29,17,28,391,419
2011,spr,may,mon,21,no,yes,1,23,22,0.89,15,33,155,188
2011,win,jan,thu,19,no,yes,1,0,-6,0.47,17,1,98,99
2012,win,feb,fri,21,no,yes,2,8,6,0.66,6,14,108,122
2012,spr,mar,sat,23,no,no,2,10,6,0.76,19,12,100,112
2012,sum,aug,sun,18,no,no,3,26,28,0.74,9,75,154,229
2011,win,feb,tue,16,no,yes,1,3,-1,0.51,11,7,79,86
2012,sum,sep,mon,9,no,yes,1,20,20,0.68,9,34,265,299
2012,aut,dec,thu,4,no,yes,1,3,-2,0.55,20,1,8,9
2012,sum,sep,sat,3,no,no,1,19,19,0.83,19,6,39,45
2012,win,dec,sun,10,no,no,1,5,-2,0.41,39,31,91,122
2011,win,jan,fri,14,no,yes,1,2,-6,0.25,35,6,56,62
2012,win,jan,tue,22,no,yes,1,14,13,0.35,20,11,118,129
2011,win,jan,mon,18,no,yes,1,-1,-7,0.59,13,8,145,153
2012,win,jan,sun,8,no,no,1,7,4,0.52,9,4,,57
20!1,aut,oct,mon,22,yes,no,1,19,19,0.88,6,22,104,126
2011,sum,sep,thu,23,no,yes,1,14,13,0.67,15,8,61,69
2012,sum,jul,tue,2,no,yes,1,24,24,0.83,11,6,10,16
2012,aut,dec,sun,10,no,no,2,12,11,0.87,19,39,180,219
2011,aut,oct,fri,16,no,yes,1,21,25,0.43,15,80,264,344
2012,spr,mar,wed,1,no,yes,1,10,6,0.46,20,0,8,8
2012,sum,sep,sat,8,no,no,2,29,31,0.58,17,28,134,162
2012,aut,oct,thu,9,no,yes,2,23,22,0.89,13,40,319,359
2011,spr,mar,mon,17,no,yes,2,18,18,0.64,17,41,231,272
2011,sum,aug,sat,12,no,no,1,31,34,0.55,15,130,252,382
2011,aut,oct,sun,4,no,no,1,13,12,0.54,13,5,7,12
2011,win,jan,mon,19,no,yes,1,7,5,0.61,7,3,108,111
2011,aut,dec,sat,11,no,no,1,8,6,0.57,6,48,227,275
2011,spr,apr,sun,17,no,no,1,24,25,0.65,20,142,189,331
2011,aut,oct,mon,15,yes,no,2,27,27,0.42,7,130,254,384
2011,aut,sep,tue,2,no,yes,1,22,20,0.94,7,7,4,11
2011,win,mar,wed,17,no,yes,2,9,4,0.76,20,18,176,194
2011,spr,may,sat,20,no,no,1,19,19,0.43,9,82,137,219
2012,aut,oct,mon,4,yes,no,1,8,6,0.87,9,1,6,7
2011,win,jan,fri,7,no,yes,1,-3,-8,0.74,11,0,70,70
2012,aut,dec,thu,13,no,yes,2,10,7,0.57,13,46,171,217
2011,spr,apr,fri,12,no,yes,1,9,4,0.53,24,15,80,95
2012,sum,jul,wed,18,no,yes,1,30,29,0.38,17,79,735,814
2012,spr,jun,tue,23,no,yes,3,24,23,0.94,15,11,78,89
2011,spr,may,tue,17,no,yes,1,22,24,0.65,28,83,521,604
2011,sum,jul,tue,23,,yes,1,30,31,0.52,0,20,59,79
2011,win,feb,wed,5,no,yes,1,2,-3,0.47,13,0,5,5
2011,win,mar,wed,8,no,yes,2,4,0,0.87,9,11,238,249
2011,aut,nov,mon,16,no,yes,1,17,17,0.45,0,40,255,295
2011,sum,jul,mon,2,no,yes,1,26,27,0.61,15,8,4,12
2012,sum,jul,wed,8,yes,no,1,26,27,0.61,7,43,110,153
2012,sum,jun,sat,16,no,no,1,36,36,0.29,11,109,264,373
2012,sum,sep,sat,10,no,no,1,24,25,0.65,22,124,350,474
2012,sum,jul,mon,13,no,yes,2,29,30,0.55,17,67,188,255
2012,sum,aug,thu,6,no,yes,1,24,24,0.83,0,6,177,183
2012,sum,aug,mon,18,no,yes,1,30,31,0.52,17,83,751,834
2012,win,jan,tue,6,no,yes,1,6,2,0.52,11,0,104,104
2011,aut,dec,sun,10,no,no,1,4,3,0.44,0,30,164,194
2011,sum,jul,sun,1,no,no,1,30,34,0.66,7,33,63,96
2012,sum,jul,sun,1,no,no,1,24,24,0.83,7,49,109,158
2012,win,feb,wed,23,no,yes,1,9,7,0.53,6,4,54,58
2012,spr,apr,mon,17,no,yes,3,7,2,0.82,22,13,219,232
2012,spr,may,fri,20,no,yes,1,22,25,0.41,11,73,264,337
2011,win,feb,wed,13,no,yes,1,7,5,0.28,6,9,78,87
2011,spr,apr,tue,23,no,yes,1,7,3,0.49,19,3,23,26
2012,win,feb,thu,1,no,yes,2,4,0,0.87,9,2,10,12
2011,sum,jul,tue,10,no,yes,1,31,30,0.31,15,42,96,138
2012,win,feb,wed,12,no,yes,1,14,13,0.54,7,26,153,179
2011,spr,apr,tue,17,no,yes,1,13,12,0.38,28,27,246,273
2011,sum,sep,fri,12,no,yes,1,23,21,0.94,0,4,71,75
2011,aut,nov,thu,23,no,yes,2,9,6,0.57,11,9,73,82
2013,aut,oct,fri,5,no,yes,1,10,8,0.81,6,2,33,35
2011,sum,jul,sun,14,no,no,1,36,35,0.24,11,130,196,326
2012,spr,may,tue,2,no,yes,2,17,16,0.72,6,1,7,8
2012,aut,nov,sun,4,no,no,2,7,3,0.81,13,4,8,12
2012,sum,jun,thu,6,no,yes,2,26,28,0.84,6,3,147,150
2011,sum,aug,mon,3,no,yes,1,21,23,0.69,7,1,5,6
2011,spr,apr,thu,0,no,yes,1,15,14,0.41,19,5,15,20
2011,win,jan,sun,22,no,no,2,4,-1,0.7,13,2,19,21
2012,spr,apr,tue,17,no,yes,1,23,24,0.25,20,108,673,781
2012,win,feb,mon,20,no,yes,1,7,4,0.42,11,4,210,214
2012,aut,dec,5,11,no,yes,2,8,5,0.76,13,20,183,203
2011,aut,dec,fri,20,no,yes,1,7,6,0.81,0,10,140,150
2012,sum,aug,sat,14,no,no,1,29,28,0.37,19,242,356,598
2012,sum,jul,tue,9,no,yes,1,28,30,0.66,9,47,284,331
2011,spr,mar,wed,12,no,yes,2,9,5,0.87,15,14,73,87
2011,spr,may,sat,3,no,no,1,16,15,0.82,7,7,12,19
2012,sum,jul,thu,21,no,yes,1,27,28,0.48,15,44,329,373
2011,spr,jun,sun,7,no,no,2,21,23,0.73,17,8,19,27
2012,spr,apr,sun,21,no,no,1,17,17,0.34,15,53,77,130
2012,aut,dec,fri,18,no,yes,1,10,7,0.46,9,23,432,455
2011,aut,oct,tue,7,no,yes,2,17,17,0.88,6,19,333,352
2012,sum,jun,sun,13,no,no,1,31,30,0.33,19,237,348,585
2011,spr,apr,mon,13,no,yes,1,25,26,0.34,22,47,92,139
2012,sum,jun,sun,1,no,no,2,25,26,0.54,6,39,88,127
2011,spr,may,fri,22,no,yes,1,18,18,0.73,0,28,124,152
2012,sum,jul,sat,2,no,no,1,27,29,0.7,0,14,76,90
2011,sum,aug,tue,23,no,yes,2,31,33,0.49,11,29,103,132
2012,win,feb,sun,7,no,no,1,2,-4,0.51,20,2,20,22
2011,sum,aug,thu,2,no,yes,1,24,25,0.54,9,3,8,11
2011,aut,dec,tue,22,no,yes,2,10,9,0.66,0,3,104,107
2012,aut,oct,wed,11,no,yes,2,10,7,0.66,15,37,152,189
2011,sum,jul,sun,14,no,no,1,34,38,0.5,19,79,204,283
2012,sum,jul,tue,16,no,yes,1,31,34,0.55,20,86,369,455
2011,win,jan,thu,3,no,yes,1,5,1,0.56,11,0,1,1
2011,aut,dec,mon,18,no,yes,1,10,7,0.5,13,11,343,354
2012,spr,may,wed,11,no,yes,1,26,27,0.54,9,55,212,267
2012,sum,sep,sun,7,no,no,1,17,16,0.77,7,28,43,71
2011,sum,jul,mon,19,no,yes,1,28,30,0.7,6,62,324,386
2011,spr,may,thu,1,no,yes,1,15,14,0.88,15,1,16,17
2012,aut,nov,sun,20,no,no,1,10,7,0.66,11,9,120,129
2012,spr,jun,sat,7,no,no,1,17,17,0.72,7,9,77,86
2011,win,jan,fri,21,no,yes,1,1,-3,0.47,9,0,39,39
2012,win,feb,mon,8,yes,no,1,2,-4,0.59,24,9,111,120
2011,spr,may,fri,4,no,yes,1,23,24,0.69,9,2,5,7
2011,sum,jul,thu,12,no,yes,1,35,43,0.56,22,29,106,135
2012,aut,oct,mon,8,yes,no,2,10,7,0.71,15,23,374,397
2012,aut,sep,sun,14,no,no,1,21,25,0.38,13,266,400,666
2011,win,jan,mon,7,no,yes,2,0,-7,0.64,19,1,71,72
2012,aut,nov,sat,6,no,no,1,4,-2,0.44,19,1,9,10
2012,sum,sep,sun,11,no,no,2,28,30,0.7,0,226,263,
2011,spr,apr,sat,11,no,no,3,13,12,0.94,30,4,27,31
2011,win,dec,fri,21,no,yes,1,8,4,0.61,15,0,32,32
2011,spr,mar,mon,15,no,yes,1,8,4,0.24,19,19,53,72
2012,spr,jun,sun,15,no,no,1,24,25,0.5,15,203,260,463
2011,sum,aug,sat,7,no,no,2,24,25,0.74,13,10,34,44
2011,aut,nov,sun,15,no,no,1,16,15,0.51,13,96,210,306
2012,win,mar,sat,20,no,no,1,14,13,0.3,9,28,121,149
2011,spr,may,tue,7,no,yes,2,18,18,0.88,15,17,248,265
2012,aut,sep,tue,1,no,yes,1,14,13,0.72,9,2,11,13
2012,sum,jul,tue,1,no,yes,1,26,28,0.74,9,0,15,15
2012,aut,dec,sat,21,no,no,2,10,9,1,0,34,175,209
2012,sum,jun,tue,13,no,yes,1,26,26,0.3,31,74,232,306
2012,sum,jun,wed,18,no,yes,1,31,30,0.27,22,85,719,804
2011,aut,dec,thu,10,no,yes,2,12,11,0.58,20,4,105,109
2011,sum,sep,sun,6,no,no,1,20,20,0.88,7,4,16,20
2011,aut,nov,fri,23,yes,no,1,7,5,0.45,6,6,67,73
2011,win,feb,sat,16,no,no,3,3,-1,1,9,8,63,71
2012,aut,dec,thu,23,no,yes,1,5,4,0.6,0,5,115,120
2012,aut,dec,sun,12,no,no,2,11,10,0.82,13,67,350,417
2012,spr,mar,sat,20,no,no,3,14,13,1,13,31,80,111
2011,win,mar,wed,8,no,yes,1,4,-2,0.65,19,13,243,256
2012,win,jan,tue,16,no,yes,1,13,12,0.38,24,15,225,240
2012,spr,apr,sun,10,no,no,1,13,12,0.67,6,127,253,380
2011,win,mar,wed,19,no,yes,1,12,11,0.28,35,6,144,150
2011,sum,jul,sun,2,no,no,1,26,27,0.58,13,19,50,69
2012,win,jan,sun,22,no,no,1,15,14,0.55,28,13,53,66
2012,aut,nov,sat,4,no,no,2,8,4,0.49,20,8,8,16
2012,spr,may,sun,2,no,no,1,19,19,0.52,0,36,62,98
2012,spr,may,mon,3,no,yes,2,19,19,0.88,20,0,2,2
2012,sum,sep,sat,7,no,no,1,20,20,0.78,17,7,70,77
2012,aut,nov,sun,23,no,no,1,3,1,0.69,6,1,40,41
2011,aut,oct,tue,0,no,yes,1,14,13,0.77,9,4,26,30
2011,spr,apr,mon,11,no,yes,1,23,24,0.73,15,53,94,147
2012,win,feb,tue,5,no,yes,2,5,2,0.65,7,2,20,22
2012,aut,nov,mon,11,no,yes,1,9,5,0.46,15,31,119,150
2011,win,mar,sat,15,no,no,1,17,16,0.29,28,170,143,313
2011,sum,aug,thu,5,no,yes,1,24,24,0.83,28,1,25,26
2012,spr,jun,sat,11,no,no,1,29,28,0.35,0,218,351,569
2011,sum,jul,wed,4,no,yes,1,27,28,0.51,13,1,3,4
2012,spr,apr,fri,2,no,yes,1,10,6,0.5,26,6,5,11
2011,spr,jun,sun,22,no,no,1,23,22,0.83,9,31,97,128
2011,spr,jun,thu,3,no,yes,2,19,19,0.73,6,0,4,4
2012,win,mar,mon,13,no,yes,1,22,24,0.61,17,69,194,263
2012,win,mar,sat,10,no,no,1,5,-1,0.35,28,47,176,223
2011,win,feb,thu,10,no,yes,1,1,-6,0.43,22,2,50,52
2011,aut,oct,sat,23,no,no,1,16,15,0.41,11,33,102,135
2012,aut,oct,fri,9,no,yes,2,18,18,0.94,7,26,363,389
2012,win,jan,sat,14,no,no,1,4,-2,0.41,20,52,179,231
2011,spr,may,mon,8,yes,no,2,24,23,0.89,7,36,58,94
2012,win,mar,mon,2,no,yes,1,11,10,0.54,7,4,5,9
2012,sum,sep,sat,13,no,no,2,32,35,0.52,6,237,267,504
2011,aut,dec,sat,13,no,no,1,9,4,0.34,28,47,239,286
2011,spr,apr,wed,3,no,yes,1,13,12,0.94,0,0,2,2
2012,aut,oct,thu,4,no,yes,2,17,17,0.88,7,1,4,5
2011,spr,may,wed,4,no,yes,3,17,17,0.94,20,1,2,3
2012,sum,aug,wed,21,no,yes,1,24,25,0.54,7,48,265,313
2012,sum,jun,sun,5,no,no,1,22,24,0.69,9,1,7,8
2011,spr,apr,thu,11,no,yes,1,17,17,0.45,11,28,87,115
2011,sum,jun,thu,3,no,yes,1,21,24,0.6,11,2,7,9
2011,win,mar,mon,14,no,yes,1,8,3,0.36,28,21,56,77
2011,sum,sep,sat,18,no,no,2,17,17,0.72,15,95,234,329
2011,spr,may,sun,1,no,no,1,22,21,0.88,11,17,49,66
2011,aut,oct,mon,11,no,yes,1,12,11,0.5,9,31,97,128
2011,aut,sep,wed,17,no,yes,1,26,27,0.7,15,64,527,591
2011,spr,mar,wed,22,no,yes,3,4,-1,0.93,15,3,21,24
2012,win,jan,sun,19,no,no,3,13,12,0.67,26,20,85,1
2012,win,feb,fri,6,no,yes,1,4,0,0.65,11,0,88,88
2011,aut,nov,wed,11,no,yes,2,17,16,0.72,28,9,107,116
2012,sum,sep,sat,22,no,no,1,19,19,0.52,0,82,197,279
2012,win,jan,sat,5,no,no,1,5,2,0.75,7,2,7,9
2011,aut,oct,wed,12,no,yes,3,20,20,0.53,15,39,155,194
2011,aut,nov,sun,14,no,no,2,18,18,0.28,33,108,263,371
2012,spr,apr,mon,6,no,yes,2,7,2,0.81,20,2,43,45
2011,aut,oct,sat,11,no,no,3,11,10,0.82,22,30,102,132
2011,aut,dec,sun,13,no,no,1,12,11,0.66,15,88,269,357
2011,sum,aug,mon,10,no,yes,1,24,25,0.47,15,42,73,115
2011,sum,aug,sun,10,no,no,1,31,37,0.66,9,88,178,266
2012,win,jan,fri,8,no,yes,1,4,0,0.7,9,11,436,447
2012,spr,jun,tue,8,no,yes,2,22,21,0.88,15,15,598,613
2011,aut,sep,wed,13,no,yes,1,26,28,0.74,17,24,138,162
2012,spr,apr,wed,8,no,yes,3,17,16,0.39,13,25,551,576
2012,spr,may,mon,4,yes,no,1,21,22,0.78,9,2,4,6
2012,spr,may,tue,14,no,yes,3,22,24,0.69,22,8,63,71
2012,spr,apr,fri,13,no,yes,1,15,14,0.33,26,94,212,306
2012,aut,dec,sun,6,no,no,2,4,0,0.93,9,1,15,16
2011,aut,sep,tue,12,no,yes,2,24,23,0.89,9,33,129,162
2011,spr,may,sat,23,no,no,1,17,16,0.59,7,30,89,119
2011,sum,jul,fri,10,no,yes,2,28,30,0.7,24,30,108,138
2012,aut,oct,fri,21,no,yes,1,12,11,0.54,13,21,169,190
2012,sum,aug,tue,19,no,yes,1,29,32,0.66,13,94,533,627
2012,spr,may,fri,8,no,yes,1,17,17,0.59,9,49,696,745
2011,spr,mar,mon,8,no,yes,1,2,-3,0.34,15,15,239,254
2012,spr,may,tue,1,no,yes,2,17,17,0.59,15,6,3,9
2011,spr,may,mon,5,yes,no,2,22,20,0.94,7,1,6,7
2012,win,dec,fri,16,no,yes,1,7,4,0.49,9,42,208,250
2012,sum,sep,thu,18,no,yes,1,25,26,0.57,17,108,744,852
2012,aut,nov,sun,10,no,no,1,9,6,0.49,13,73,287,360
2012,aut,nov,wed,6,no,yes,2,5,0,0.56,19,3,115,118
2012,spr,apr,sun,14,no,no,3,11,10,0.87,22,3,50,53
2011,sum,jun,tue,21,no,yes,1,28,30,0.66,19,31,164,195
2012,sum,sep,thu,9,no,yes,3,24,23,0.94,9,8,115,123
2011,spr,jun,wed,3,no,yes,1,17,16,0.68,17,0,1,1
2012,win,jan,fri,3,no,yes,1,3,0,0.69,7,1,3,4
2012,aut,dec,tue,15,no,yes,2,21,25,0.49,17,56,244,300
2012,sum,sep,sat,0,no,no,1,21,21,0.83,7,38,169,207
2011,sum,aug,thu,7,no,yes,2,25,26,0.89,20,11,271,282
2011,spr,jun,thu,17,no,yes,2,23,23,0.78,7,42,230,272
2012,sum,jun,sat,21,no,no,1,32,35,0.52,11,48,165,213
2011,win,mar,wed,18,no,yes,1,15,14,0.23,33,8,193,201
2012,aut,dec,fri,6,no,yes,1,0,-4,0.8,7,1,112,113
2011,sum,jul,thu,20,no,yes,1,33,43,0.71,15,38,199,237
2012,spr,may,wed,1,no,yes,1,19,19,0.83,0,8,7,15
2011,aut,oct,thu,15,no,yes,1,24,24,0.78,13,27,128,155
2011,spr,apr,sat,14,no,no,3,17,17,0.83,39,14,49,63
2011,spr,may,tue,10,no,yes,2,19,19,0.37,6,27,100,127
2012,spr,mar,thu,2,no,yes,1,17,17,0.83,6,1,5,6
2011,spr,mar,sun,2,no,no,3,3,-1,0.55,13,6,15,21
2012,aut,oct,wed,12,no,yes,1,12,11,0.58,13,44,197,241
2012,aut,dec,wed,7,no,yes,3,15,14,0.59,20,9,,398
2012,sum,sep,tue,13,no,yes,1,24,25,0.29,6,72,256,328
2011,win,feb,thu,8,no,yes,1,-1,-8,0.5,24,4,184,188
2011,spr,apr,wed,13,no,yes,1,26,27,0.48,26,42,135,177
2011,win,mar,fri,15,no,yes,2,9,5,0.53,17,21,64,85
2011,spr,may,fri,1,no,yes,1,26,27,0.58,20,14,36,50
2011,sum,jun,wed,9,no,yes,1,27,27,0.45,26,32,189,221
2012,sum,jul,thu,20,no,yes,1,32,35,0.49,11,65,440,505
2012,sum,sep,sat,3,no,no,2,24,23,0.89,15,3,40,43
2012,spr,may,tue,23,no,yes,1,22,23,0.73,7,14,91,105
2011,win,jan,fri,15,no,yes,1,0,-8,0.26,30,4,61,65
2011,spr,may,fri,18,no,yes,1,21,25,0.56,11,79,394,473
